,conid,candidate_date,sf1_datekey,staleness_days,staleness_flag,identity_tier,is_alias,coverage_status,reason_code,revenue,netinc,eps,fcf,roe,grossmargin,netmargin,debt,de,assets,equity,ticker,revenue_yoy
350,9939,2025-10-24,2025-10-03,21,,MATCHED_STRONG,False,OK,,37378000000.0,8539000000.0,7.65,1668000000.0,0.17,0.398,0.228,15278000000.0,0.529,82798000000.0,54165000000.0,MU,0.4885110111106685
351,270957,2025-10-24,2025-08-08,77,,MATCHED_STRONG,False,OK,,12156162000.0,4061643000.0,3.05,3741855000.0,1.026,0.609,0.334,5884257000.0,2.424,16067926000.0,4692453000.0,KLAC,0.2388764775285417
352,6607708,2025-10-24,2025-10-23,1,,MATCHED_STRONG,False,OK,,8323378000.0,837622000.0,23.67,803869000.0,0.436,0.235,0.101,394054000.0,1.587,5777851000.0,2233386000.0,FIX,0.2771327362910485
353,9063285,2025-10-24,2025-10-22,2,,MATCHED_STRONG,False,OK,,9612000000.0,2746900000.0,7.7,2271300000.0,0.161,0.664,0.286,0.0,0.136,19351800000.0,16929700000.0,ISRG,0.22182816611371692
354,4391,2025-10-27,2025-08-06,82,,MATCHED_STRONG,False,OK,,29600000000.0,2834000000.0,1.75,4043000000.0,0.049,0.476,0.096,3886000000.0,0.254,74820000000.0,59665000000.0,AMD,0.27169616772641336
355,270957,2025-10-27,2025-08-08,80,,MATCHED_STRONG,False,OK,,12156162000.0,4061643000.0,3.05,3741855000.0,1.026,0.609,0.334,5884257000.0,2.424,16067926000.0,4692453000.0,KLAC,0.2388764775285417
356,9063285,2025-10-27,2025-10-22,5,,MATCHED_STRONG,False,OK,,9612000000.0,2746900000.0,7.7,2271300000.0,0.161,0.664,0.286,0.0,0.136,19351800000.0,16929700000.0,ISRG,0.22182816611371692
357,201113895,2025-10-27,2025-08-19,69,,MATCHED_STRONG,False,OK,,1645000000.0,25900000.0,0.38,-56600000.0,0.027,0.28,0.016,2608200000.0,2.718,4218700000.0,1134700000.0,LITE,0.2102707474985286
358,4391,2025-10-28,2025-08-06,83,,MATCHED_STRONG,False,OK,,29600000000.0,2834000000.0,1.75,4043000000.0,0.049,0.476,0.096,3886000000.0,0.254,74820000000.0,59665000000.0,AMD,0.27169616772641336
359,7890,2025-10-28,2025-10-24,4,,MATCHED_STRONG,False,OK,,22137000000.0,1309000000.0,1.52,2086000000.0,0.126,0.162,0.059,8567000000.0,1.462,25164000000.0,10203000000.0,HAL,-0.044995685936151886
360,9939,2025-10-28,2025-10-03,25,,MATCHED_STRONG,False,OK,,37378000000.0,8539000000.0,7.65,1668000000.0,0.17,0.398,0.228,15278000000.0,0.529,82798000000.0,54165000000.0,MU,0.4885110111106685
361,6607708,2025-10-28,2025-10-23,5,,MATCHED_STRONG,False,OK,,8323378000.0,837622000.0,23.67,803869000.0,0.436,0.235,0.101,394054000.0,1.587,5777851000.0,2233386000.0,FIX,0.2771327362910485
362,9063285,2025-10-28,2025-10-22,6,,MATCHED_STRONG,False,OK,,9612000000.0,2746900000.0,7.7,2271300000.0,0.161,0.664,0.286,0.0,0.136,19351800000.0,16929700000.0,ISRG,0.22182816611371692
363,80986742,2025-10-28,2025-10-21,7,,MATCHED_STRONG,False,OK,,187435000000.0,3045000000.0,5.31,8296000000.0,0.074,0.094,0.026,132503000000.0,3.311,288168000000.0,66374000000.0,GM,0.0258101237419206
364,201113895,2025-10-28,2025-08-19,70,,MATCHED_STRONG,False,OK,,1645000000.0,25900000.0,0.38,-56600000.0,0.027,0.28,0.016,2608200000.0,2.718,4218700000.0,1134700000.0,LITE,0.2102707474985286
365,7890,2025-10-29,2025-10-24,5,,MATCHED_STRONG,False,OK,,22137000000.0,1309000000.0,1.52,2086000000.0,0.126,0.162,0.059,8567000000.0,1.462,25164000000.0,10203000000.0,HAL,-0.044995685936151886
366,12729,2025-10-29,2025-08-01,89,,MATCHED_STRONG,False,OK,,2827659000.0,469170000.0,2.89,568899000.0,0.165,0.591,0.166,74461000.0,0.326,3761862000.0,2837301000.0,TER,0.04572066349880122
367,6607708,2025-10-29,2025-10-23,6,,MATCHED_STRONG,False,OK,,8323378000.0,837622000.0,23.67,803869000.0,0.436,0.235,0.101,394054000.0,1.587,5777851000.0,2233386000.0,FIX,0.2771327362910485
368,80986742,2025-10-29,2025-10-21,8,,MATCHED_STRONG,False,OK,,187435000000.0,3045000000.0,5.31,8296000000.0,0.074,0.094,0.026,132503000000.0,3.311,288168000000.0,66374000000.0,GM,0.0258101237419206
369,201113895,2025-10-29,2025-08-19,71,,MATCHED_STRONG,False,OK,,1645000000.0,25900000.0,0.38,-56600000.0,0.027,0.28,0.016,2608200000.0,2.718,4218700000.0,1134700000.0,LITE,0.2102707474985286
370,491932113,2025-10-29,2025-08-01,89,,MATCHED_NAME_VERIFIED,False,OK,,9097000000.0,1469000000.0,6.93,819000000.0,-1.605,0.352,0.161,4995000000.0,-18.711,8023000000.0,-453000000.0,STX,0.2521679284239504
371,584127832,2025-10-29,2025-08-15,75,,MATCHED_STRONG,False,OK,,5810115000.0,49364000.0,-0.52,192764000.0,-0.015,0.352,-0.014,3893658000.0,1.139,14910936000.0,5644514000.0,COHR,0.23417588421322733
372,7890,2025-10-30,2025-10-24,6,,MATCHED_STRONG,False,OK,,22137000000.0,1309000000.0,1.52,2086000000.0,0.126,0.162,0.059,8567000000.0,1.462,25164000000.0,10203000000.0,HAL,-0.044995685936151886
373,12729,2025-10-30,2025-10-30,0,,MATCHED_STRONG,False,OK,,2859571000.0,443079000.0,2.75,456827000.0,0.159,0.589,0.155,268751000.0,0.459,3963731000.0,2717275000.0,TER,0.05752231207579506
374,80986742,2025-10-30,2025-10-21,9,,MATCHED_STRONG,False,OK,,187435000000.0,3045000000.0,5.31,8296000000.0,0.074,0.094,0.026,132503000000.0,3.311,288168000000.0,66374000000.0,GM,0.0258101237419206
375,201113895,2025-10-30,2025-08-19,72,,MATCHED_STRONG,False,OK,,1645000000.0,25900000.0,0.38,-56600000.0,0.027,0.28,0.016,2608200000.0,2.718,4218700000.0,1134700000.0,LITE,0.2102707474985286
376,491932113,2025-10-30,2025-08-01,90,,MATCHED_NAME_VERIFIED,False,OK,,9097000000.0,1469000000.0,6.93,819000000.0,-1.605,0.352,0.161,4995000000.0,-18.711,8023000000.0,-453000000.0,STX,0.2521679284239504
377,7890,2025-10-31,2025-10-24,7,,MATCHED_STRONG,False,OK,,22137000000.0,1309000000.0,1.52,2086000000.0,0.126,0.162,0.059,8567000000.0,1.462,25164000000.0,10203000000.0,HAL,-0.044995685936151886
378,12729,2025-10-31,2025-10-30,1,,MATCHED_STRONG,False,OK,,2859571000.0,443079000.0,2.75,456827000.0,0.159,0.589,0.155,268751000.0,0.459,3963731000.0,2717275000.0,TER,0.05752231207579506
379,13681,2025-10-31,2025-10-31,0,,MATCHED_STRONG,False,OK,,12002000000.0,2551000000.0,7.26,1944000000.0,0.349,0.393,0.207,4683000000.0,1.4,14359000000.0,5888000000.0,WDC,-0.1635071090047393
380,80986742,2025-10-31,2025-10-21,10,,MATCHED_STRONG,False,OK,,187435000000.0,3045000000.0,5.31,8296000000.0,0.074,0.094,0.026,132503000000.0,3.311,288168000000.0,66374000000.0,GM,0.0258101237419206
381,201113895,2025-10-31,2025-08-19,73,,MATCHED_STRONG,False,OK,,1645000000.0,25900000.0,0.38,-56600000.0,0.027,0.28,0.016,2608200000.0,2.718,4218700000.0,1134700000.0,LITE,0.2102707474985286
382,7890,2025-11-03,2025-10-24,10,,MATCHED_STRONG,False,OK,,22137000000.0,1309000000.0,1.52,2086000000.0,0.126,0.162,0.059,8567000000.0,1.462,25164000000.0,10203000000.0,HAL,-0.044995685936151886
383,12729,2025-11-03,2025-10-30,4,,MATCHED_STRONG,False,OK,,2859571000.0,443079000.0,2.75,456827000.0,0.159,0.589,0.155,268751000.0,0.459,3963731000.0,2717275000.0,TER,0.04455589669034321
384,13681,2025-11-03,2025-10-31,3,,MATCHED_STRONG,False,OK,,12002000000.0,2551000000.0,7.26,1944000000.0,0.349,0.393,0.207,4683000000.0,1.4,14359000000.0,5888000000.0,WDC,-0.1635071090047393
385,9063285,2025-11-03,2025-10-22,12,,MATCHED_STRONG,False,OK,,9612000000.0,2746900000.0,7.7,2271300000.0,0.161,0.664,0.286,0.0,0.136,19351800000.0,16929700000.0,ISRG,0.22182816611371692
386,201113895,2025-11-03,2025-08-19,76,,MATCHED_STRONG,False,OK,,1645000000.0,25900000.0,0.38,-56600000.0,0.027,0.28,0.016,2608200000.0,2.718,4218700000.0,1134700000.0,LITE,0.2102707474985286
387,491932113,2025-11-03,2025-10-31,3,,MATCHED_NAME_VERIFIED,False,OK,,9558000000.0,1713000000.0,8.04,1219000000.0,-2.827,0.369,0.179,4994000000.0,-135.0,8442000000.0,-63000000.0,STX,0.3156228492773572
388,12729,2025-11-04,2025-10-30,5,,MATCHED_STRONG,False,OK,,2859571000.0,443079000.0,2.75,456827000.0,0.159,0.589,0.155,268751000.0,0.459,3963731000.0,2717275000.0,TER,0.04455589669034321
389,13681,2025-11-04,2025-10-31,4,,MATCHED_STRONG,False,OK,,12002000000.0,2551000000.0,7.26,1944000000.0,0.349,0.393,0.207,4683000000.0,1.4,14359000000.0,5888000000.0,WDC,-0.1635071090047393
390,4369855,2025-11-04,2025-10-28,7,,MATCHED_STRONG,False,OK,,4813105000.0,1188583000.0,6.04,1197041000.0,0.298,0.929,0.247,35372000.0,0.361,6330356000.0,4651194000.0,INCY,0.18088084477877064
391,9063285,2025-11-04,2025-10-22,13,,MATCHED_STRONG,False,OK,,9612000000.0,2746900000.0,7.7,2271300000.0,0.161,0.664,0.286,0.0,0.136,19351800000.0,16929700000.0,ISRG,0.22182816611371692
392,36320731,2025-11-04,2025-10-31,4,,MATCHED_STRONG,False,OK,,16504785000.0,600066000.0,4.99,806985000.0,0.338,0.167,0.036,1530548000.0,1.815,5227854000.0,1857041000.0,CHRW,-0.07079094483128678
393,201113895,2025-11-04,2025-08-19,77,,MATCHED_STRONG,False,OK,,1645000000.0,25900000.0,0.38,-56600000.0,0.027,0.28,0.016,2608200000.0,2.718,4218700000.0,1134700000.0,LITE,0.2102707474985286
394,491932113,2025-11-04,2025-10-31,4,,MATCHED_NAME_VERIFIED,False,OK,,9558000000.0,1713000000.0,8.04,1219000000.0,-2.827,0.369,0.179,4994000000.0,-135.0,8442000000.0,-63000000.0,STX,0.3156228492773572
395,5407,2025-11-05,2025-10-30,6,,MATCHED_STRONG,False,OK,,234310000000.0,1595000000.0,6.66,4452000000.0,-0.55,0.037,0.007,9032000000.0,-20.132,55228000000.0,-2879000000.0,CAH,0.04443681716672376
396,12729,2025-11-05,2025-10-30,6,,MATCHED_STRONG,False,OK,,2859571000.0,443079000.0,2.75,456827000.0,0.159,0.589,0.155,268751000.0,0.459,3963731000.0,2717275000.0,TER,0.04455589669034321
397,4369855,2025-11-05,2025-10-28,8,,MATCHED_STRONG,False,OK,,4813105000.0,1188583000.0,6.04,1197041000.0,0.298,0.929,0.247,35372000.0,0.361,6330356000.0,4651194000.0,INCY,0.18088084477877064
398,32602412,2025-11-05,2025-10-24,12,,MATCHED_STRONG,False,OK,,12264000000.0,1556000000.0,2.21,1300000000.0,0.681,0.499,0.127,15772000000.0,12.498,21502000000.0,1571000000.0,LVS,0.08367942034107978
399,36320731,2025-11-05,2025-10-31,5,,MATCHED_STRONG,False,OK,,16504785000.0,600066000.0,4.99,806985000.0,0.338,0.167,0.036,1530548000.0,1.815,5227854000.0,1857041000.0,CHRW,-0.07079094483128678
400,5407,2025-11-06,2025-10-30,7,,MATCHED_STRONG,False,OK,,234310000000.0,1595000000.0,6.66,4452000000.0,-0.55,0.037,0.007,9032000000.0,-20.132,55228000000.0,-2879000000.0,CAH,0.04443681716672376
401,4369855,2025-11-06,2025-10-28,9,,MATCHED_STRONG,False,OK,,4813105000.0,1188583000.0,6.04,1197041000.0,0.298,0.929,0.247,35372000.0,0.361,6330356000.0,4651194000.0,INCY,0.18088084477877064
402,36320731,2025-11-06,2025-10-31,6,,MATCHED_STRONG,False,OK,,16504785000.0,600066000.0,4.99,806985000.0,0.338,0.167,0.036,1530548000.0,1.815,5227854000.0,1857041000.0,CHRW,-0.07079094483128678
403,584127832,2025-11-06,2025-11-05,1,,MATCHED_STRONG,False,OK,,6043358000.0,249826000.0,0.76,73777000.0,0.022,0.358,0.02,3505852000.0,1.031,14698845000.0,5830199000.0,COHR,0.20800961073331825
404,12729,2025-11-07,2025-10-30,8,,MATCHED_STRONG,False,OK,,2859571000.0,443079000.0,2.75,456827000.0,0.159,0.589,0.155,268751000.0,0.459,3963731000.0,2717275000.0,TER,0.04455589669034321
405,36320731,2025-11-07,2025-10-31,7,,MATCHED_STRONG,False,OK,,16504785000.0,600066000.0,4.99,806985000.0,0.338,0.167,0.036,1530548000.0,1.815,5227854000.0,1857041000.0,CHRW,-0.07079094483128678
406,584127832,2025-11-07,2025-11-05,2,,MATCHED_STRONG,False,OK,,6043358000.0,249826000.0,0.76,73777000.0,0.022,0.358,0.02,3505852000.0,1.031,14698845000.0,5830199000.0,COHR,0.20800961073331825
407,13681,2025-11-10,2025-10-31,10,,MATCHED_STRONG,False,OK,,12002000000.0,2551000000.0,7.26,1944000000.0,0.349,0.393,0.207,4683000000.0,1.4,14359000000.0,5888000000.0,WDC,-0.1635071090047393
408,36320731,2025-11-10,2025-10-31,10,,MATCHED_STRONG,False,OK,,16504785000.0,600066000.0,4.99,806985000.0,0.338,0.167,0.036,1530548000.0,1.815,5227854000.0,1857041000.0,CHRW,-0.07079094483128678
409,201113895,2025-11-10,2025-11-05,5,,MATCHED_STRONG,False,OK,,1841900000.0,112500000.0,1.64,-40600000.0,0.123,0.306,0.061,3280200000.0,4.908,4613100000.0,780800000.0,LITE,0.33616249546608623
410,491932113,2025-11-10,2025-10-31,10,,MATCHED_NAME_VERIFIED,False,OK,,9558000000.0,1713000000.0,8.04,1219000000.0,-2.827,0.369,0.179,4994000000.0,-135.0,8442000000.0,-63000000.0,STX,0.3156228492773572
411,584127832,2025-11-10,2025-11-05,5,,MATCHED_STRONG,False,OK,,6043358000.0,249826000.0,0.76,73777000.0,0.022,0.358,0.02,3505852000.0,1.031,14698845000.0,5830199000.0,COHR,0.20800961073331825
412,5407,2025-11-11,2025-10-30,12,,MATCHED_STRONG,False,OK,,234310000000.0,1595000000.0,6.66,4452000000.0,-0.55,0.037,0.007,9032000000.0,-20.132,55228000000.0,-2879000000.0,CAH,0.04443681716672376
413,9160,2025-11-11,2025-10-30,12,,MATCHED_STRONG,False,OK,,59419800000.0,18412100000.0,20.49,9271900000.0,1.023,0.83,0.31,42506600000.0,3.828,114935400000.0,23793300000.0,LLY,0.4541116356241419
414,12729,2025-11-11,2025-10-30,12,,MATCHED_STRONG,False,OK,,2859571000.0,443079000.0,2.75,456827000.0,0.159,0.589,0.155,268751000.0,0.459,3963731000.0,2717275000.0,TER,0.04455589669034321
415,13681,2025-11-11,2025-10-31,11,,MATCHED_STRONG,False,OK,,12002000000.0,2551000000.0,7.26,1944000000.0,0.349,0.393,0.207,4683000000.0,1.4,14359000000.0,5888000000.0,WDC,-0.1635071090047393
416,4369855,2025-11-11,2025-10-28,14,,MATCHED_STRONG,False,OK,,4813105000.0,1188583000.0,6.04,1197041000.0,0.298,0.929,0.247,35372000.0,0.361,6330356000.0,4651194000.0,INCY,0.18088084477877064
417,201113895,2025-11-11,2025-11-05,6,,MATCHED_STRONG,False,OK,,1841900000.0,112500000.0,1.64,-40600000.0,0.123,0.306,0.061,3280200000.0,4.908,4613100000.0,780800000.0,LITE,0.33616249546608623
418,491932113,2025-11-11,2025-10-31,11,,MATCHED_NAME_VERIFIED,False,OK,,9558000000.0,1713000000.0,8.04,1219000000.0,-2.827,0.369,0.179,4994000000.0,-135.0,8442000000.0,-63000000.0,STX,0.3156228492773572
419,5407,2025-11-12,2025-10-30,13,,MATCHED_STRONG,False,OK,,234310000000.0,1595000000.0,6.66,4452000000.0,-0.55,0.037,0.007,9032000000.0,-20.132,55228000000.0,-2879000000.0,CAH,0.04443681716672376
420,9160,2025-11-12,2025-10-30,13,,MATCHED_STRONG,False,OK,,59419800000.0,18412100000.0,20.49,9271900000.0,1.023,0.83,0.31,42506600000.0,3.828,114935400000.0,23793300000.0,LLY,0.4541116356241419
421,269082,2025-11-12,2025-11-06,6,,MATCHED_STRONG,False,OK,,11167760000.0,845503000.0,6.17,922742000.0,0.376,0.329,0.076,560360000.0,1.095,4779582000.0,2280402000.0,EXPD,0.1253763511507644
422,4369855,2025-11-12,2025-10-28,15,,MATCHED_STRONG,False,OK,,4813105000.0,1188583000.0,6.04,1197041000.0,0.298,0.929,0.247,35372000.0,0.361,6330356000.0,4651194000.0,INCY,0.18088084477877064
423,36320731,2025-11-12,2025-10-31,12,,MATCHED_STRONG,False,OK,,16504785000.0,600066000.0,4.99,806985000.0,0.338,0.167,0.036,1530548000.0,1.815,5227854000.0,1857041000.0,CHRW,-0.07079094483128678
424,9160,2025-11-13,2025-10-30,14,,MATCHED_STRONG,False,OK,,59419800000.0,18412100000.0,20.49,9271900000.0,1.023,0.83,0.31,42506600000.0,3.828,114935400000.0,23793300000.0,LLY,0.4541116356241419
425,266145,2025-11-13,2025-11-05,8,,MATCHED_STRONG,False,OK,,35971000000.0,7005000000.0,13.03,11539000000.0,0.962,0.662,0.195,54587000000.0,8.371,90141000000.0,9619000000.0,AMGN,0.10564332698100443
426,3655640,2025-11-13,2025-11-04,9,,MATCHED_STRONG,False,OK,,12938000000.0,391000000.0,3.19,356000000.0,0.116,0.312,0.03,3441000000.0,1.844,11097000000.0,3361000000.0,HSIC,0.035122809824785994
427,9160,2025-11-14,2025-10-30,15,,MATCHED_STRONG,False,OK,,59419800000.0,18412100000.0,20.49,9271900000.0,1.023,0.83,0.31,42506600000.0,3.828,114935400000.0,23793300000.0,LLY,0.4541116356241419
428,3655640,2025-11-14,2025-11-04,10,,MATCHED_STRONG,False,OK,,12938000000.0,391000000.0,3.19,356000000.0,0.116,0.312,0.03,3441000000.0,1.844,11097000000.0,3361000000.0,HSIC,0.035122809824785994
429,201113895,2025-11-14,2025-11-05,9,,MATCHED_STRONG,False,OK,,1841900000.0,112500000.0,1.64,-40600000.0,0.123,0.306,0.061,3280200000.0,4.908,4613100000.0,780800000.0,LITE,0.33616249546608623
430,9160,2025-11-17,2025-10-30,18,,MATCHED_STRONG,False,OK,,59419800000.0,18412100000.0,20.49,9271900000.0,1.023,0.83,0.31,42506600000.0,3.828,114935400000.0,23793300000.0,LLY,0.4541116356241419
431,266145,2025-11-17,2025-11-05,12,,MATCHED_STRONG,False,OK,,35971000000.0,7005000000.0,13.03,11539000000.0,0.962,0.662,0.195,54587000000.0,8.371,90141000000.0,9619000000.0,AMGN,0.10564332698100443
432,70101545,2025-11-17,2025-11-05,12,,MATCHED_STRONG,False,OK,,64235000000.0,19034000000.0,7.57,13049000000.0,0.389,0.772,0.296,41374000000.0,1.497,129546000000.0,51850000000.0,MRK,0.01679488397125395
433,201113895,2025-11-17,2025-11-05,12,,MATCHED_STRONG,False,OK,,1841900000.0,112500000.0,1.64,-40600000.0,0.123,0.306,0.061,3280200000.0,4.908,4613100000.0,780800000.0,LITE,0.33616249546608623
434,691984360,2025-11-17,2025-11-06,11,,MATCHED_STRONG,False,OK,,8402000000.0,1524000000.0,8.75,50000000.0,0.41,0.541,0.181,5137000000.0,1.802,13973000000.0,4986000000.0,SOLV,
435,9160,2025-11-18,2025-10-30,19,,MATCHED_STRONG,False,OK,,59419800000.0,18412100000.0,20.49,9271900000.0,1.023,0.83,0.31,42506600000.0,3.828,114935400000.0,23793300000.0,LLY,0.4541116356241419
436,266145,2025-11-18,2025-11-05,13,,MATCHED_STRONG,False,OK,,35971000000.0,7005000000.0,13.03,11539000000.0,0.962,0.662,0.195,54587000000.0,8.371,90141000000.0,9619000000.0,AMGN,0.10564332698100443
437,273733,2025-11-18,2025-10-28,21,,MATCHED_STRONG,False,OK,,14247800000.0,4578000000.0,43.45,4221700000.0,0.153,0.854,0.321,2705500000.0,0.298,40169400000.0,30957800000.0,REGN,0.028937467050862642
438,26734397,2025-11-18,2025-10-30,19,,MATCHED_STRONG,False,OK,,10065900000.0,1608500000.0,10.99,2262100000.0,0.093,0.752,0.16,6590100000.0,0.604,29207500000.0,18207500000.0,BIIB,0.04771272443403585
439,70101545,2025-11-18,2025-11-05,13,,MATCHED_STRONG,False,OK,,64235000000.0,19034000000.0,7.57,13049000000.0,0.389,0.772,0.296,41374000000.0,1.497,129546000000.0,51850000000.0,MRK,0.01679488397125395
440,474515500,2025-11-18,2025-11-06,12,,MATCHED_STRONG,False,OK,,9744000000.0,1509000000.0,4.18,1903000000.0,0.267,0.365,0.155,4488000000.0,1.817,17699000000.0,5965000000.0,APA,0.06760162156239735
441,9160,2025-11-19,2025-10-30,20,,MATCHED_STRONG,False,OK,,59419800000.0,18412100000.0,20.49,9271900000.0,1.023,0.83,0.31,42506600000.0,3.828,114935400000.0,23793300000.0,LLY,0.4541116356241419
442,70101545,2025-11-19,2025-11-05,14,,MATCHED_STRONG,False,OK,,64235000000.0,19034000000.0,7.57,13049000000.0,0.389,0.772,0.296,41374000000.0,1.497,129546000000.0,51850000000.0,MRK,0.01679488397125395
443,101898880,2025-11-19,2025-11-06,13,,MATCHED_STRONG,False,OK,,5297859000.0,371623000.0,6.59,459114000.0,0.101,0.289,0.07,155217000.0,0.3,4843300000.0,3726261000.0,EPAM,0.14255659989570502
444,201113895,2025-11-19,2025-11-05,14,,MATCHED_STRONG,False,OK,,1841900000.0,112500000.0,1.64,-40600000.0,0.123,0.306,0.061,3280200000.0,4.908,4613100000.0,780800000.0,LITE,0.33616249546608623
445,474515500,2025-11-19,2025-11-06,13,,MATCHED_STRONG,False,OK,,9744000000.0,1509000000.0,4.18,1903000000.0,0.267,0.365,0.155,4488000000.0,1.817,17699000000.0,5965000000.0,APA,0.06760162156239735
446,8719,2025-11-20,2025-10-22,29,,MATCHED_STRONG,False,OK,,92149000000.0,25119000000.0,10.43,19597000000.0,0.327,0.681,0.273,45795000000.0,1.432,192816000000.0,79277000000.0,JNJ,0.1542720428895319
447,9160,2025-11-20,2025-10-30,21,,MATCHED_STRONG,False,OK,,59419800000.0,18412100000.0,20.49,9271900000.0,1.023,0.83,0.31,42506600000.0,3.828,114935400000.0,23793300000.0,LLY,0.4541116356241419
448,273733,2025-11-20,2025-10-28,23,,MATCHED_STRONG,False,OK,,14247800000.0,4578000000.0,43.45,4221700000.0,0.153,0.854,0.321,2705500000.0,0.298,40169400000.0,30957800000.0,REGN,0.028937467050862642
449,70101545,2025-11-20,2025-11-05,15,,MATCHED_STRONG,False,OK,,64235000000.0,19034000000.0,7.57,13049000000.0,0.389,0.772,0.296,41374000000.0,1.497,129546000000.0,51850000000.0,MRK,0.01679488397125395
450,196986496,2025-11-20,2025-11-07,13,,MATCHED_STRONG,False,OK,,7975331000.0,1726953000.0,1.77,1947896000.0,0.252,0.558,0.217,110992000.0,0.241,9611273000.0,7745160000.0,MNST,0.0761802812552963
451,8719,2025-11-21,2025-10-22,30,,MATCHED_STRONG,False,OK,,92149000000.0,25119000000.0,10.43,19597000000.0,0.327,0.681,0.273,45795000000.0,1.432,192816000000.0,79277000000.0,JNJ,0.1542720428895319
452,9160,2025-11-21,2025-10-30,22,,MATCHED_STRONG,False,OK,,59419800000.0,18412100000.0,20.49,9271900000.0,1.023,0.83,0.31,42506600000.0,3.828,114935400000.0,23793300000.0,LLY,0.4541116356241419
453,273733,2025-11-21,2025-10-28,24,,MATCHED_STRONG,False,OK,,14247800000.0,4578000000.0,43.45,4221700000.0,0.153,0.854,0.321,2705500000.0,0.298,40169400000.0,30957800000.0,REGN,0.028937467050862642
454,26734397,2025-11-21,2025-10-30,22,,MATCHED_STRONG,False,OK,,10065900000.0,1608500000.0,10.99,2262100000.0,0.093,0.752,0.16,6590100000.0,0.604,29207500000.0,18207500000.0,BIIB,0.04771272443403585
455,33837089,2025-11-21,2025-10-30,22,,MATCHED_STRONG,False,OK,,4515900000.0,720700000.0,1.84,1061900000.0,0.298,0.59,0.16,2521000000.0,1.751,7500000000.0,2726100000.0,DXCM,0.1421092564491655
456,70101545,2025-11-21,2025-11-05,16,,MATCHED_STRONG,False,OK,,64235000000.0,19034000000.0,7.57,13049000000.0,0.389,0.772,0.296,41374000000.0,1.497,129546000000.0,51850000000.0,MRK,0.01679488397125395
457,181387075,2025-11-21,2025-08-26,87,,MATCHED_NAME_VERIFIED,False,OK,,34200000000.0,4660000000.0,3.64,5303000000.0,0.096,0.653,0.136,28609000000.0,0.894,90972000000.0,47893000000.0,MDT,0.04982042545354082
458,691984360,2025-11-21,2025-11-06,15,,MATCHED_STRONG,False,OK,,8402000000.0,1524000000.0,8.75,50000000.0,0.41,0.541,0.181,5137000000.0,1.802,13973000000.0,4986000000.0,SOLV,
459,9160,2025-11-24,2025-10-30,25,,MATCHED_STRONG,False,OK,,59419800000.0,18412100000.0,20.49,9271900000.0,1.023,0.83,0.31,42506600000.0,3.828,114935400000.0,23793300000.0,LLY,0.4541116356241419
460,273733,2025-11-24,2025-10-28,27,,MATCHED_STRONG,False,OK,,14247800000.0,4578000000.0,43.45,4221700000.0,0.153,0.854,0.321,2705500000.0,0.298,40169400000.0,30957800000.0,REGN,0.028937467050862642
